Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Conversion_Date
L015296,6/20/2025,IT Services,Maharashtra,580,Website,Product Demo,5,11,17,32,44,10,1,5,Yes,313000,385000,Yes,0,18,Yes,0,
L002470,4/11/2024,Manufacturing,Telangana,46,Google Ads,Webinar,5,6,19,33,93,11,3,7,Yes,65000,100000,Yes,1,15,No,1,5/12/2024
L004824,4/18/2025,Manufacturing,Odisha,143,webinar,Enterprise Outreach,6,10,12,60,140,11,4,12,Yes,122000,150000,No,0,20,Yes,1,5/8/2025
L015498,12/16/2025,Healthcare,Punjab,123,Webinar,Free Trial,3,5,28,29,71,14,4,5,No,86000,75000,Yes,1,7,Yes,1,1/10/2026
L010127,1/1/2025,IT Services,Odisha,78,Email Campaign,Free Trial,5,10,24,39,55,11,3,4,No,86000,105000,No,2,22,Yes,1,2/11/2025
L013515,3/8/2026,Manufacturing,Telangana,57,Email Campaign,Enterprise Outreach,9,8,14,53,123,7,2,11,Yes,72000,,Yes,1,10,Yes,1,3/24/2026
L007513,4/8/2025,Education,Punjab,78,Partner,Content Marketing,2,3,52,,15,12,2,0,No,63000,70000,No,0,3,No,0,
L010648,23/12/2025,Telecommunications,Delhi,18,Webinar,Webinar,6,13,30,36,60,13,3,5,Yes,56000,60000,No,1,17,Yes,1,1/29/2026
L001044,5/29/2024,Retail,Odisha,554,Referral,Free Trial,5,10,18,33,54,,2,6,No,443000,425000,No,1,14,Yes,1,6/17/2024
L003955,7/28/2024,IT Services,Odisha,57,Website,Enterprise Outreach,7,12,39,23,35,9,96,6,Yes,79000,120000,Yes,2,9,No,1,8/27/2024
L009393,5/4/2026,Real Estate,Telangana,18,Google Ads,Webinar,5,11,23,6,9,8,1,1,Yes,53000,55000,No,0,2,No,0,
L012287,3/31/2026,Real Estate,Kerala,93,LinkedIn,Enterprise Outreach,4,7,34,206,39,10,2,5,Yes,88000,65000,Yes,2,4,No,0,
L000663,8/4/2025,Retail,Kerala,4,Website,Product Demo,0,1,44,3,13,8,2,1,No,46000,40000,Yes,0,1,No,0,
L016014,9/29/2025,Healthcare,Kerala,165,Referral,ENTERPRISE OUTREACH,4,4,26,24,47,350,2,3,No,130000,165000,Yes,0,10,No,0,
L010272,11/6/2024,Manufacturing,West Bengal,39,Email Campaign,,1,0,40,6,16,8,3,2,No,,90000,Yes,0,3,No,0,
L000948,9/27/2024,IT Services,Kerala,29,Google Ads,Product Demo,6,8,27,19,31,11,2,5,Yes,62000,45000,Yes,0,8,No,1,11/5/2024
L011711,7/18/2025,Education,Andhra Pradesh,21,Referral,Product Demo,3,6,7,43,98,6,1,4,No,51000,55000,No,1,17,No,0,
L017494,1/14/2024,Education,Delhi,11,Partner,webinar,3,7,45,8,14,9,1,1,No,49000,50000,Yes,0,4,No,0,
L004982,6/17/2026,Telecommunications,Tamil Nadu,65,LinkedIn,Product Demo,4,8,1,34,43,12,4,7,Yes,74000,60000,No,1,6,No,1,7/16/2026
L000816,4/13/2024,Education,Tamil Nadu,114,Google Ads,Free Trial,1,6,28,11,25,6,1,2,No,82000,60000,No,1,3,No,1,2/15/2024
L006154,8/3/2024,IT Services,Maharashtra,5,LinkedIn,Product Demo,2,4,28,15,29,7,1,2,Yes,-1420066,75000,Yes,0,6,No,0,
L019612,12-Mar-25,Telecommunications,Tamil Nadu,244,Partner,Enterprise Outreach,4,7,,3,11,12,3,1,No,159000,160000,No,0,1,No,0,
L012178,1/7/2025,Telecommunications,Telangana,41,Google Ads,Product Demo,4,6,28,17,36,10,2,3,Yes,68000,95000,No,0,8,No,1,2/23/2025
L013152,1/31/2024,Logistics,Haryana,425,Website,Enterprise Outreach,1,1,30,4,8,9,,1,No,167000,160000,Yes,0,2,No,1,4/1/2024
L004215,6/7/2024,Real Estate,Andhra Pradesh,60,Website,Product Demo,4,4,26,19,39,12,1,2,Yes,71000,65000,Yes,0,12,No,0,
L003203,3/3/2026,Retail,Gujarat,207,Google Ads,Content Marketing,5,3,45,30,48,9,1,4,No,97000,115000,No,0,13,No,0,
L007375,8/29/2025,Retail,Telangana,20,linkedin,Product Demo,5,8,39,11,32,12,5,2,Yes,55000,75000,No,1,5,Yes,0,
L015330,6/29/2025,Professional Services,Rajasthan,35,Google Ads,Enterprise Outreach,1,5,46,16,24,7,1,4,No,53000,50000,No,0,4,No,1,9/5/2025
L002658,5/25/2024,Financial Services,Rajasthan,14,Website,Product Demo,4,,21,12,19,5,,1,No,52000,40000,No,0,5,No,0,
L018763,4/30/2026,Manufacturing,Rajasthan,47,Google Ads,Free Trial,,7,30,20,39,,2,4,No,,80000,No,1,6,No,0,
L005704,23-09-2024,IT Services,Kerala,45,,Content Marketing,6,14,18,27,50,11,4,5,Yes,67000,95000,Yes,2,6,No,1,24-Oct-24
L009751,1/9/2026,Real Estate,Madhya Pradesh,12,Webinar,Content Marketing,3,10,26,32,61,7,1,7,Yes,49000,60000,No,0,7,Yes,1,2/21/2026
L014073,2/9/2025,Financial Services,Tamil Nadu,12,Google Ads,Content Marketing,5,12,47,-9,45,9,,3,Yes,52000,,Yes,1,,No,1,3/23/2025
L013785,11/4/2024,Retail,Uttar Pradesh,53,Google Ads,Product Demo,2,4,30,11,18,7,0,3,No,61000,40000,No,1,7,No,0,
L018445,10/26/2025,IT Services,Uttar Pradesh,7,LinkedIn,Enterprise Outreach,4,9,25,33,,6,1,3,Yes,49000,65000,No,0,18,No,1,12/19/2025
L013138,12/8/2024,Telecommunications,MAHARASHTRA,68,Website,content marketing,0,2,46,2,5,,2,1,No,,90000,Yes,0,1,No,0,
L016288,7/27/2024,Retail,Odisha,12,Website,Content Marketing,,6,38,6,11,6,3,2,No,50000,70000,Yes,0,2,No,1,9/14/2024
L006176,6/10/2026,Real Estate,Madhya Pradesh,14,Referral,Free Trial,3,5,18,17,22,7,2,3,No,49000,40000,No,0,5,No,1,7/18/2026
L015350,11/22/2024,Logistics,Telangana,235,Webinar,Product Demo,3,5,27,5,,7,3,1,Yes,123000,170000,No,0,2,No,0,
L013647,1/24/2025,IT Services,Haryana,39,Google Ads,Webinar,4,4,17,16,38,7,0,3,Yes,62000,65000,Yes,0,5,No,0,
L002442,1/22/2026,IT Services,Rajasthan,63,Referral,Free Trial,7,8,10,54,69,6,1,4,Yes,71000,90000,Yes,1,16,Yes,1,2/8/2026
L013264,12/29/2025,Manufacturing,West Bengal,6,LinkedIn,Product Demo,6,8,1,49,78,7,3,5,Yes,48000,45000,No,2,22,Yes,1,1/26/2026
L009701,10/30/2025,Professional Services,Odisha,81,Website,Webinar,2,2,37,10,25,8,2,1,Yes,74000,80000,No,0,4,No,0,
L007018,8/26/2024,Logistics,Telangana,75,Email Campaign,Free Trial,2,7,24,5,7,9,2,1,Yes,61000,60000,No,0,3,Yes,0,
L009836,4/6/2025,Telecommunications,Madhya Pradesh,94,Email Campaign,Content Marketing,2,4,46,23,43,11,4,3,Yes,,145000,No,0,6,No,0,
L013117,1/2/2026,Retail,Madhya Pradesh,39725,Google Ads,Webinar,3,2,26,9,15,6,1,1,Yes,,45000,No,0,2,No,0,
L002383,7/16/2026,Education,Rajasthan,33,Google Ads,Content Marketing,3,8,33,33,43,12,4,4,No,52000,65000,Yes,1,9,No,0,
L006230,9/20/2024,IT Services,Tamil Nadu,100,Email Campaign,Product Demo,4,7,24,18,30,11,1,2,No,96000,125000,No,0,4,No,0,
L005092,11/7/2024,Telecommunications,Tamil Nadu,56,Google Ads,Enterprise Outreach,4,7,21,19,40,9,2,4,No,77000,105000,Yes,1,5,No,0,
L016057,2/3/2025,Real Estate,Andhra Pradesh,99,LinkedIn,Enterprise Outreach,4,6,19,43,61,9,3,5,Yes,86000,,No,0,24,Yes,1,3/10/2025
L000821,5/12/2024,IT Services,Madhya Pradesh,45,Email Campaign,Product Demo,4,6,22,60,99,11,2,12,Yes,60000,40000,Yes,0,17,Yes,1,5/25/2024
L009899,2/24/2025,IT Services,Odisha,6,Google Ads,Enterprise Outreach,4,8,20,9,23,7,2,1,No,48000,60000,No,0,5,Yes,0,
L019533,4/24/2024,Telecommunications,Punjab,203,LinkedIn,Product Demo,7,8,1,250,140,10,1,,Yes,147000,110000,No,1,21,Yes,1,5/11/2024
L012402,12/30/2025,IT Services,West Bengal,14,Email Campaign,Content Marketing,,15,25,25,66,10,4,3,Yes,50000,70000,Yes,2,6,Yes,1,1/16/2026
L005713,3/21/2025,Manufacturing,Madhya Pradesh,28,LinkedIn,Enterprise Outreach,1,0,25,12,26,11,2,3,Yes,53000,45000,No,0,7,Yes,0,
L013995,7/11/2025,Professional Services,Gujarat,11,Website,Webinar,6,15,1,51,126,12,2,11,Yes,51000,40000,Yes,1,26,Yes,1,7/22/2025
L015019,6/10/2025,Manufacturing,Kerala,25,Email Campaign,Product Demo,2,6,,3,,,1,2,No,58000,65000,No,0,2,No,0,
L002058,6/30/2025,Professional Services,Maharashtra,34,Google Ads,Product Demo,2,1,38,11,21,8,1,,No,61000,,No,0,5,No,0,
L004664,2/20/2025,Real Estate,Gujarat,45,Website,Product Demo,2,4,31,6,15,9,3,1,No,62000,40000,No,0,2,No,0,
L009683,2/20/2025,Financial Services,Rajasthan,18,LinkedIn,Webinar,0,1,53,10,20,5,1,4,No,54000,55000,No,0,5,Yes,0,
L019979,8/6/2024,Retail,Uttar Pradesh,25,Google Ads,Product Demo,3,3,36,25,32,9,2,4,No,52000,45000,No,2,5,No,1,9/22/2024
L019989,1/22/2024,Financial Services,Telangana,22,Website,Content Marketing,1,0,52,13,26,7,1,4,No,56000,40000,Yes,0,5,No,0,
L019481,4/16/2026,IT Services,Rajasthan,17,Google Ads,Product Demo,10,,5,44,,9,2,6,Yes,56000,70000,No,1,11,Yes,1,4/30/2026
L002984,5/29/2026,Logistics,Haryana,82,Partner,Webinar,7,9,15,,81,12,2,9,Yes,72000,90000,No,0,22,Yes,0,
L015826,7-Jul-24,Healthcare,Madhya Pradesh,8,LinkedIn,Content Marketing,1,1,46,7,,5,2,1,Yes,48000,30000,Yes,1,1,No,1,8/21/2024
L017009,8/30/2026,Logistics,Andhra Pradesh,38,Google Ads,Content Marketing,6,10,,37,80,10,2,5,No,59000,80000,Yes,1,23,Yes,1,9/20/2026
L016415,7/12/2026,Manufacturing,Punjab,144,Referral,Product Demo,7,10,14,50,126,13,2,8,No,126000,140000,Yes,0,14,No,1,8/1/2026
L015797,5/29/2024,Manufacturing,Delhi,400,LinkedIn,CONTENT MARKETING,3,7,34,23,46,11,1,5,No,236000,310000,No,0,13,No,0,
L002378,3/12/2025,Healthcare,Karnataka,19,Google Ads,Product Demo,4,7,26,26,43,98,2,5,No,54000,70000,No,1,11,Yes,0,
L014051,2/23/2026,IT Services,Gujarat,34,LinkedIn,Free Trial,3,5,14,28,595,7,3,6,No,65000,75000,Yes,0,17,No,1,4/3/2026
L001086,8/21/2026,Education,Tamil Nadu,118,Referral,Enterprise Outreach,3,8,19,10,30,5,1,1,Yes,76000,100000,No,0,6,Yes,1,9/15/2026
L013582,10/14/2024,Manufacturing,Gujarat,10,Google Ads,Content Marketing,1,5,37,7,16,5,1,1,No,49000,60000,Yes,1,1,Yes,0,
L005394,4/8/2026,Logistics,Kerala,37,Website,Webinar,0,1,36,3,10,9,1,2,No,67000,100000,Yes,0,1,No,0,
L018255,11/14/2025,Healthcare,Kerala,23,Referral,Enterprise Outreach,6,,22,45,122,10,60,9,Yes,53000,80000,No,1,19,No,1,12/10/2025
L000549,10/24/2025,Financial Services,Andhra Pradesh,6,Webinar,Webinar,3,8,44,19,26,10,3,3,Yes,,55000,No,0,11,No,0,
L011540,12/5/2025,IT Services,Odisha,9,Google Ads,Webinar,,8,21,40,91,6,1,2,Yes,49000,75000,Yes,1,11,Yes,1,4-Jan-26
L013032,10/21/2024,Healthcare,Delhi ,105,LinkedIn,Webinar,6,10,9,38,98,13,2,8,Yes,107000,140000,No,2,23,Yes,1,11/8/2024
L010460,6/28/2024,Education,Andhra Pradesh,30,Referral,Product Demo,5,4,15,40,78,12,4,5,Yes,55000,,No,0,20,Yes,1,7/27/2024
L010577,1/10/2024,Manufacturing,Odisha,18,Website,Content Marketing,3,2,24,14,30,6,2,,No,58000,50000,Yes,0,4,No,0,
L005392,6/29/2026,IT Services,Uttar Pradesh,110,Email Campaign,Content Marketing,3,4,35,10,18,8,1,1,No,121000,185000,Yes,0,2,No,0,
L013769,4/30/2024,Retail,Andhra Pradesh,20,linkedin,Content Marketing,3,5,27,8,,7,1,3,Yes,50000,75000,Yes,0,3,Yes,1,6/15/2024
L012111,4/26/2026,Education,Gujarat,9,LinkedIn,Content Marketing,3,5,17,32,,8,2,6,Yes,47000,35000,No,1,8,No,1,9/6/2026
L018893,4/17/2024,IT Services,Andhra Pradesh,16,Email Campaign,Webinar,4,6,33,23,60,10,3,4,Yes,55000,45000,No,1,7,No,0,
L003285,6/29/2024,Professional Services,Punjab,40,Website ,Product Demo,1,4,,11,19,8,2,2,No,70000,80000,No,0,4,No,0,
L003509,5/17/2024,Logistics,Haryana,228,Webinar,free trial,3,8,30,,34,11,,1,Yes,162000,245000,No,1,6,No,1,6/15/2024
L010258,5/1/2025,IT Services,Maharashtra,18,LinkedIn,Free Trial,4,6,26,25,51,6,2,4,Yes,56000,70000,Yes,0,9,No,0,
L015733,6/2/2025,IT Services,Karnataka,33,LinkedIn,Content Marketing,2,6,28,24,50,10,1,3,No,74000,75000,Yes,0,13,Yes,0,
L010175,4/23/2024,Education,Haryana,350,Google Ads,Product Demo,1,4,30,20,50,9,14,4,Yes,152000,125000,Yes,0,5,No,0,
L015502,10/21/2025,Financial Services,Maharashtra,111,Partner,Content Marketing,1,5,40,6,15,9,4,2,No,97000,105000,Yes,0,2,No,1,12/5/2025
L007222,7/13/2025,IT Services,Uttar Pradesh,32,Google Ads,Webinar,5,10,38,19,40,7,2,3,No,57000,40000,Yes,1,10,No,1,8/19/2025
L012556,11/21/2024,Healthcare,Odisha,156,Referral,Content Marketing,2,1,58,12,36,9,3,3,Yes,107000,,Yes,0,7,No,1,12/1/2025
L008966,6/3/2025,IT Services,Rajasthan,124,Partner,Product Demo,3,6,13,14,35,,3,3,No,109000,160000,No,1,4,No,1,7/9/2025
L000180,5/2/2025,Education,Andhra Pradesh,12,Website,Webinar,3,4,12,51,99,9,2,7,Yes,,65000,Yes,1,28,Yes,1,5/18/2025
L018193,1/12/2024,Healthcare,Delhi,83,Referral,Content Marketing,7,7,21,60,140,9,,12,Yes,,115000,Yes,0,12,Yes,1,1/30/2024
L014793,5/31/2026,Telecommunications,Karnataka,39,Partner,Content Marketing,1,6,39,4,8,11,3,2,No,59000,60000,No,2,1,No,0,
L009314,3/21/2024,Education,Maharashtra,30,Website,Product Demo,4,5,35,4,15,8,3,1,No,,35000,No,1,2,No,0,
L019768,7/15/2024,Real Estate,Andhra Pradesh,3,Google Ads,Enterprise Outreach,5,15,29,18,42,5,2,3,Yes,47000,40000,No,0,6,No,0,
L002366,6/19/2024,Healthcare,Madhya Pradesh,554, WEBSITE,Content Marketing,2,4,28,19,1318,13,3,,No,,530000,Yes,1,5,Yes,1,7/25/2024
L008193,6/28/2025,IT Services,Madhya Pradesh,9,LinkedIn,Product Demo,38,20,24,28,47,8,1,2,Yes,49000,45000,Yes,0,9,No,0,
L017505,2/15/2026,IT Services,West Bengal,47,LinkedIn,Content Marketing,1,3,52,5,12,13,2,1,No,70000,65000,No,0,2,No,0,
L007661,3/17/2024,Education,Kerala,21,Email Campaign,Product Demo,6,6,20,24,50,9,2,3,No,,55000,No,0,8,No,0,
L014919,8/19/2026,Logistics,Karnataka,20,Website ,Free Trial,2,6,41,10,30,9,1,1,No,53000,60000,No,0,3,No,0,
L011529,8/13/2026,Professional Services,Rajasthan,12,LinkedIn,Free Trial,2,0,34,17,32,10,1,1,No,49000,60000,No,0,,No,0,
L013591,5/27/2025,Education,Andhra Pradesh,59,Webinar,Webinar,3,8,19,22,58,8,1,3,No,65000,85000,No,1,8,Yes,0,
L019154,7/9/2026,IT Services,West Bengal,6,LinkedIn,Content Marketing,1,2,16,15,33,7,2,3,Yes,49000,60000,Yes,0,5,No,1,8/25/2026
L016477,2/22/2026,Professional Services,Uttar Pradesh,94262,Google Ads,Enterprise Outreach,5,5,15,23,426,7,3,2,Yes,107000,160000,Yes,2,6,No,0,
L014230,11/4/2024,Real Estate,Tamil Nadu,21,LinkedIn,Enterprise Outreach,3,9,28,13,22,8,1,88,No,56000,55000,No,0,2,No,0,
L002925,9/27/2025,Retail,Madhya Pradesh,71,Google Ads,Content Marketing,1,2,40,19,29,8,1,4,No,74000,65000,No,0,4,No,0,
L013082,8/21/2024,Healthcare,DELHI,5,Partner,Content Marketing,4,11,24,13,35,8,,1,Yes,47000,55000,Yes,0,8,No,0,
L000458,3/29/2026,IT Services,Haryana,11,Google Ads,Free Trial,4,7,14,6,13,9,,2,Yes,50000,60000,No,0,3,No,0,
L008091,10/12/2025,Retail,Maharashtra,61,GOOGLE ADS,Enterprise Outreach,1,4,32,9,21,7,3,2,No,62000,90000,Yes,0,6,No,0,
L004102,4/10/2024,Financial Services,Tamil Nadu,72,Google Ads,Enterprise Outreach,2,5,34,7,15,7,1,0,Yes,89000,60000,Yes,0,2,Yes,0,
L005498,6/2/2025,Financial Services,Tamil Nadu,134,Website,Content Marketing,8,15,10,49,128,10,3,3,Yes,130000,125000,No,1,21,Yes,0,
L015764,1/8/2025,IT Services,Karnataka,4,Email Campaign,Enterprise Outreach,2,4,22,20,29,8,1,3,Yes,47000,55000,Yes,1,9,Yes,0,
L012419,1/29/2025,Healthcare,Haryana,44,Partner,Content Marketing,1,3,17,13,25,7,1,3,Yes,,45000,No,0,5,Yes,0,
L017862,4/27/2025,Healthcare,Rajasthan,-16,LinkedIn,Enterprise Outreach,4,5,20,34,47,9,,4,No,,65000,No,3,15,Yes,0,
L015229,6/12/2024,Real Estate,Uttar Pradesh,116,Google Ads,enterprise outreach,4,5,10,52,,11,2,4,Yes,127000,165000,Yes,2,12,No,0,
L018819,7/14/2026,Logistics,Karnataka,47,Partner,Content Marketing,5,7,17,49,117,15,5,10,Yes,61000,50000,No,2,15,No,1,8/4/2026
L018845,9/22/2024,Manufacturing,Uttar Pradesh,66,Website,Product Demo,5,11,23,48,55,13,2,8,Yes,76000,55000,No,0,30,No,0,
L002521,11/11/2024,Telecommunications,Gujarat,135,Referral,Product Demo,6,,17,19,49,,1,5,Yes,107000,130000,Yes,0,11,No,0,
L010948,12/6/2024,Education,Delhi,209, WEBSITE,Product Demo,4,7,23,39,62,13,3,7,Yes,127000,150000,No,1,10,Yes,0,
L000290,4/5/2025,IT Services,Maharashtra,64,LinkedIn,Content Marketing,1,5,30,,35,9,3,4,No,77000,75000,No,0,12,No,0,
L002349,11/26/2025,Professional Services,Odisha,4,Webinar,Free Trial,2,5,31,14,21,,3,2,Yes,,35000,No,0,9,Yes,1,1/23/2026
L000401,1/26/2026,IT Services,Andhra Pradesh,54,Webinar,Content Marketing,7,12,23,23,-80,,3,6,No,68000,65000,No,0,13,No,1,3/4/2026
L007277,10/2/2025,IT Services,Maharashtra,38,website,Content Marketing,0,0,42,5,13,10,4,2,No,62000,60000,No,0,3,No,1,12/6/2025
L011120,7/7/2024,Professional Services,Tamil Nadu,92,Website,Free Trial,3,0,25,36,,10,23,7,Yes,76000,70000,No,0,19,No,0,
L003297,9/15/2024,Financial Services,West Bengal,29,Partner,Enterprise Outreach,5,14,43,13,29,12,3,2,Yes,55000,70000,No,0,2,No,0,
L006453,6/12/2024,,Tamil Nadu,32,Webinar,Webinar,2,3,28,14,22,8,,4,No,57000,60000,Yes,1,6,No,0,
L001428,4/2/2025,IT Services,Uttar Pradesh,98,Referral,Webinar,,18,15,31,62,13,5,2,Yes,113000,150000,No,0,17,No,0,
L000188,1/5/2025,Retail,Odisha,11,Google Ads,Content Marketing,4,8,45,12,18,,3,4,No,49000,40000,No,0,6,No,0,
L002083,12/14/2025,IT Services,Telangana,40,Email campaign,Product Demo ,1,1,19,,47,157,3,,No,70000,105000,No,0,10,No,0,
L009434,8/18/2025,IT Services,Andhra Pradesh,104,Partner,Enterprise Outreach,0,2,40,4,11,8,3,0,No,86000,105000,No,0,1,No,0,
L012108,3/17/2026,Financial Services,,60,Website,Product Demo,4,8,32,8,11,9,2,2,No,72000,50000,No,0,3,No,0,
L015084,8/3/2024,Retail,Karnataka,106,Referral,Free Trial,8,20,19,45,68,11,4,9,Yes,87000,80000,Yes,3,,Yes,1,8/24/2024
L002842,4/19/2026,Retail,Madhya Pradesh,25,Google Ads,Free Trial,1,5,42,10,11,11,2,2,No,55000,80000,No,0,3,No,0,
L005312,1/12/2026,Financial Services,Haryana,16,Webinar,Product Demo,4,8,16,27,64,8,1,6,Yes,55000,75000,No,0,12,Yes,0,
L018031,12/16/2024,Healthcare,Tamil Nadu,24,Webinar,Webinar,2,7,40,10,22,10,4,2,No,55000,60000,No,0,6,No,0,
L017508,4/7/2024,Logistics,Odisha,182,Google Ads,Free Trial,3,3,36,,11,10,3,1,No,,160000,No,0,1,No,0,
L009416,7/5/2025,IT Services,Maharashtra,33,LinkedIn,Webinar,36,12,20,45,92,378,4,7,Yes,63000,50000,No,2,29,Yes,1,7/21/2025
L011123,3/1/2024,Manufacturing,Maharashtra,9,Website,Product Demo,,19,1,46,106,,2,8,Yes,48000,70000,Yes,0,8,No,1,3/24/2024
L015146,6/23/2025,IT Services,Rajasthan,46,Referral,Content marketing ,2,6,40,9,19,10,4,3,Yes,66000,65000,No,0,3,No,0,
L012448,12/8/2024,Real Estate,Kerala,16,Email Campaign,Content Marketing,3,10,,20,51,9,3,3,No,,55000,Yes,0,6,No,0,
L018540,7/3/2024,Retail,Madhya Pradesh,62,Partner,Free Trial,5,9,30,9,19,13,1,1,No,65000,95000,No,0,3,No,0,
L006682,3/15/2025,Professional Services,West Bengal,437,Google Ads,Content Marketing,5,5,39,14,32,8,3,2,Yes,151000,170000,No,0,,No,0,
L002050,7/10/2026,Professional Services,Maharashtra,23,LinkedIn,Enterprise Outreach,2,5,25,17,35,7,2,3,No,52000,75000,Yes,0,11,No,0,
L003460,12/16/2024,Education,Kerala,37,Google Ads,Free Trial,3,5,21,15,35,13,4,4,Yes,53000,50000,No,0,2,No,0,
L003456,2/9/2025,IT Services,Punjab,93,Website,Product Demo,7,3,,53,68,11,4,11,Yes,98000,115000,Yes,2,32,Yes,1,2/21/2025
L000946,5/10/2024,Education,Haryana,15,Email Campaign,Content Marketing,5,11,15,17,35,9,3,2,Yes,51000,75000,No,0,8,No,0,
L002447,5/16/2026,Telecommunications,Tamil Nadu,26,Partner,Product Demo,6,13,47,1,7,11,4,0,No,62000,95000,Yes,0,0,Yes,1,6/21/2026
L019822,2/11/2026,IT Services,Delhi,175,Google Ads,Free Trial,1,0,,10,13,9,3,2,No,147000,205000,No,1,2,No,0,
L019459,8/15/2026,Healthcare,Haryana,53,Website,Webinar,8,16,6,60,88,8,3,11,Yes,70000,50000,No,0,27,Yes,1,8/28/2026
L006089,10/24/2025,IT Services,Haryana,145,Partner,Free Trial,4,5,11,20,30,12,2,2,Yes,81000,75000,Yes,0,4,No,0,
L009501,9/7/2025,Professional Services,Madhya Pradesh,20,Website,Product Demo,4,5,26,22,53,12,20,1,Yes,53000,50000,Yes,2,6,Yes,1,9/28/2025
L018252,2/27/2025,Professional Services,Odisha,67,,Product Demo,4,6,,57,121,9,1,4,Yes,75000,110000,Yes,1,20,No,1,4/2/2025
L005377,1/6/2025,Financial Services,Karnataka,33,LinkedIn,Webinar,3,5,36,29,60,10,3,6,No,63000,55000,Yes,2,17,Yes,0,
L010260,2/23/2024,Financial Services,Kerala,173,LinkedIn,Content Marketing,5,8,11,26,,,4,2,No,233000,175000,No,0,14,No,1,3/25/2024
L015409,6/9/2025,Education,Kerala,35,Email Campaign,Free Trial,2,4,22,4,14,,3,3,No,36603603,50000,No,0,2,No,0,
L015431,9/15/2024,Financial Services,Rajasthan,25,Google Ads,Free Trial,2,4,28,13,34,10,4,2,No,52000,60000,No,1,,No,1,11/27/2024
L018386,9/4/2024,Manufacturing,Tamil Nadu,128,Google Ads,Webinar,4,5,69,11,19,8,3,,Yes,97000,135000,No,0,4,No,1,10/14/2024
L009578,6/25/2024,Telecommunications,Madhya Pradesh,25,Referral,Product Demo,3,4,28,39,66,11,1,,Yes,71000,55000,Yes,1,21,Yes,1,7/29/2024
L001821,5/3/2026,Education,Odisha,14,LinkedIn,Free Trial,5,7,,26,41,105,1,5,Yes,49000,75000,Yes,0,16,No,0,
L001208,8/29/2025,Financial Services,Tamil Nadu,148,Website,Enterprise Outreach,3,4,33,17,46,11,1,2,No,,215000,No,0,11,No,0,
L003566,2/16/2026,Education,Telangana,14,Website,Content Marketing,3,2,36,13,24,,1,0,Yes,51000,60000,Yes,0,8,No,1,5/3/2026
L007553,4/23/2025,Manufacturing,West Bengal,45,Google Ads,Content Marketing,1,,9,6,11,7,2,1,Yes,59000,40000,Yes,0,,No,0,
L005226,10/18/2024,Professional Services,Punjab,283,Website,Enterprise Outreach,5,3,22,35,68,11,3,4,Yes,222000,295000,Yes,1,11,No,1,11/10/2024
L011319,12/8/2024,Retail,Maharashtra,16,LinkedIn,Free Trial,1,4,31,21,46,6,,2,No,50000,35000,No,0,11,No,0,
L002951,8/25/2026,IT Services,Andhra Pradesh,60,Email Campaign,Content Marketing,5,4,13,37,63,10,4,4,No,74000,100000,Yes,1,23,No,1,9/18/2026
L007034,8/16/2025,Financial Services,gujarat,7,LinkedIn,Webinar,2,7,49,6,23,6,1,1,Yes,,70000,No,1,3,No,0,
L007945,5/15/2024,Manufacturing,Andhra Pradesh,65,LinkedIn,Content Marketing,2,,37,17,19,9,,2,No,65000,55000,Yes,1,3,No,0,
L015249,11/10/2025,Professional Services,Rajasthan,22, Google Ads,Product Demo,3,3,10,24,51,8,1,4,Yes,52000,60000,No,0,11,No,0,
L001764,5/5/2025,Retail,Telangana,17,LinkedIn,Enterprise Outreach,4,6,38,6,12,8,1,3,No,51000,50000,Yes,0,3,No,1,6/20/2025
L018679,6/13/2024,Healthcare,Punjab,13,Partner,Content Marketing,0,0,42,3,2,5,1,1,No,51000,40000,No,0,1,No,0,
L003706,12/16/2024,Logistics,Haryana,64,LinkedIn,Enterprise Outreach,2,1,49,20,47,7,0,5,No,68000,85000,No,0,9,No,1,3/3/2025
L005934,4/1/2025,Financial Services,Maharashtra,38,LinkedIn,Webinar,5,4,14,37,91,,1,6,Yes,70000,65000,No,2,9,No,0,
L012221,5/1/2025,Retail,Tamil Nadu,32,Email Campaign,Enterprise Outreach,5,9,38,16,25,6,1,3,No,,60000,Yes,1,8,Yes,1,6/10/2025
L019977,12/21/2024,Professional Services,Tamil Nadu,68,Website,Content Marketing,7,13,17,21,35,8,2,4,Yes,91000,100000,No,2,7,No,1,2/4/2025
L013800,8/18/2024,Financial Services,West Bengal,68,Website,Content Marketing,4,8,153,13,31,12,3,3,Yes,,65000,Yes,0,3,No,0,
L009666,5/31/2024,Financial Services,Karnataka,204,Webinar,Enterprise Outreach,6,9,19,39,54,13,1,4,Yes,240000,,No,0,17,No,0,
L007356,2/18/2025,Retail,Uttar Pradesh,112,LinkedIn,Free Trial,4,6,46,16,36,9,4,3,Yes,71000,55000,Yes,0,,No,1,25/03/2025
L007079,8/7/2024,Healthcare,Gujarat,70,Website,Enterprise Outreach,8,8,22,48,102,8,2,,Yes,74000,105000,Yes,2,25,Yes,1,9/2/2024
