Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Company_Size,Total_Interactions,Digital_Engagement_Score,Budget_per_Employee,Deal_to_Budget_Ratio
L010174,2024-12-20,Education,Karnataka,24.0,Google Ads,Free Trial,1.0,4.0,,24.0,,6.0,2.0,,No,55000.0,50000.0,No,0.0,12.0,No,1,Small,5.0,19.333333333333332,2291.6666666666665,0.9090909090909091
L010175,2024-04-23,Education,Haryana,350.0,Google Ads,Product Demo,1.0,4.0,30.0,20.0,50.0,9.0,,4.0,Yes,152000.0,125000.0,Yes,0.0,5.0,No,0,Large,5.0,18.75,434.2857142857143,0.8223684210526315
L010176,2026-08-25,Retail,Telangana,15.0,Partner,Content Marketing,4.0,,21.0,12.0,,9.0,2.0,3.0,No,52000.0,35000.0,Yes,0.0,2.0,No,1,Small,,10.25,3466.6666666666665,0.6730769230769231
L010177,2024-01-23,Retail,Tamil Nadu,52.0,Google Ads,Free Trial,3.0,4.0,35.0,20.0,37.0,12.0,1.0,2.0,No,77000.0,85000.0,Yes,0.0,6.0,No,0,Medium,7.0,13.100000000000001,1480.7692307692307,1.103896103896104
L010178,2025-06-24,Logistics,Rajasthan,81.0,LinkedIn,Free Trial,4.0,12.0,20.0,15.0,31.0,7.0,3.0,4.0,Yes,86000.0,85000.0,No,0.0,,Yes,1,Medium,16.0,16.375,1061.7283950617284,0.9883720930232558
L010179,2024-01-15,Manufacturing,Unknown,462.0,Referral,Product Demo,1.0,2.0,28.0,22.0,56.0,10.0,2.0,1.0,Yes,291000.0,265000.0,Yes,0.0,4.0,No,0,Large,3.0,14.6,629.8701298701299,0.9106529209621993
L010180,2025-11-01,IT Services,West Bengal,57.0,Google Ads,Enterprise Outreach,1.0,0.0,25.0,14.0,30.0,8.0,2.0,4.0,Yes,79000.0,110000.0,No,0.0,6.0,No,1,Medium,1.0,14.200000000000001,1385.9649122807018,1.3924050632911393
L010181,2026-05-26,Retail,West Bengal,29.0,Website,Product Demo,3.0,4.0,24.0,29.0,71.0,7.0,3.0,7.0,Yes,51000.0,45000.0,No,0.0,15.0,Yes,1,Small,7.0,28.900000000000002,1758.6206896551723,0.8823529411764706
L010183,2025-08-12,Healthcare,Odisha,14.0,Website,Free Trial,4.0,7.0,31.0,25.0,55.0,11.0,2.0,3.0,No,48000.0,60000.0,Yes,0.0,15.0,No,0,Small,11.0,21.5,3428.5714285714284,1.25
L010184,2026-03-16,IT Services,Rajasthan,40.0,Webinar,Webinar,7.0,15.0,11.0,33.0,57.0,9.0,3.0,3.0,Yes,65000.0,45000.0,No,2.0,10.0,No,1,Small,22.0,22.3,1625.0,0.6923076923076923
L010185,2026-08-05,Telecommunications,Telangana,28.0,Google Ads,Enterprise Outreach,0.0,2.0,30.0,12.0,,6.0,1.0,2.0,No,57000.0,55000.0,Yes,0.0,4.0,No,0,Small,2.0,8.75,2035.7142857142858,0.9649122807017544
L010186,2026-04-18,Telecommunications,West Bengal,38.0,LinkedIn,Free Trial,2.0,0.0,22.0,20.0,49.0,12.0,4.0,,No,58000.0,55000.0,No,1.0,12.0,No,0,Small,2.0,22.125,1526.3157894736842,0.9482758620689655
L010187,2024-08-13,Education,Haryana,79.0,Google Ads,Content Marketing,4.0,8.0,19.0,40.0,69.0,8.0,2.0,7.0,Yes,71000.0,80000.0,Yes,1.0,8.0,No,0,Medium,12.0,27.099999999999998,898.7341772151899,1.1267605633802817
L010188,2025-07-02,Real Estate,Uttar Pradesh,19.0,Website,Product Demo,3.0,5.0,44.0,3.0,,8.0,1.0,1.0,No,51000.0,65000.0,Yes,1.0,,No,0,Small,8.0,4.333333333333334,2684.2105263157896,1.2745098039215685
L010189,2026-03-07,Professional Services,Gujarat,62.0,Email Campaign,Free Trial,2.0,4.0,34.0,16.0,34.0,14.0,5.0,4.0,Yes,70000.0,,Yes,0.0,4.0,No,1,Medium,6.0,17.2,1129.032258064516,
L010190,2024-10-13,Retail,Karnataka,134.0,Email Campaign,Enterprise Outreach,0.0,1.0,47.0,,9.0,,1.0,2.0,No,,150000.0,No,0.0,3.0,No,0,Medium,1.0,6.375,,
L010191,2025-10-18,Financial Services,Tamil Nadu,5.0,Google Ads,Free Trial,3.0,11.0,29.0,4.0,14.0,5.0,2.0,,No,47000.0,55000.0,No,0.0,,No,0,Small,14.0,7.000000000000001,9400.0,1.1702127659574468
L010192,2024-01-23,Education,West Bengal,50.0,Partner,Content Marketing,,8.0,32.0,6.0,8.0,12.0,2.0,2.0,No,63000.0,50000.0,No,0.0,1.0,No,0,Small,,6.400000000000001,1260.0,0.7936507936507936
L010193,2026-05-03,Telecommunications,Karnataka,211.0,Google Ads,Webinar,3.0,4.0,49.0,23.0,30.0,14.0,1.0,4.0,No,162000.0,115000.0,Yes,0.0,5.0,No,0,Medium,7.0,14.6,767.7725118483412,0.7098765432098766
L010194,2025-08-20,Logistics,Delhi,66.0,Partner,Product Demo,6.0,4.0,39.0,16.0,43.0,16.0,5.0,3.0,Yes,75000.0,80000.0,Yes,1.0,9.0,No,1,Medium,10.0,19.1,1136.3636363636363,1.0666666666666667
L010195,2025-12-24,IT Services,West Bengal,20.0,LinkedIn,Content Marketing,3.0,8.0,32.0,11.0,24.0,6.0,1.0,4.0,Yes,53000.0,65000.0,No,0.0,6.0,No,0,Small,11.0,12.0,2650.0,1.2264150943396226
L010196,2026-03-14,Telecommunications,Odisha,82.0,Referral,Enterprise Outreach,2.0,3.0,16.0,33.0,45.0,11.0,3.0,,Yes,106000.0,75000.0,No,1.0,19.0,Yes,1,Medium,5.0,27.125,1292.6829268292684,0.7075471698113207
L010197,2024-07-31,Logistics,Delhi,22.0,Referral,Product Demo,6.0,10.0,9.0,53.0,129.0,13.0,3.0,11.0,Yes,54000.0,65000.0,Yes,1.0,29.0,Yes,0,Small,16.0,49.1,2454.5454545454545,1.2037037037037037
L010198,2025-03-14,Manufacturing,Karnataka,112.0,Referral,Free Trial,5.0,10.0,35.0,12.0,24.0,11.0,1.0,3.0,No,102000.0,,Yes,1.0,6.0,No,0,Medium,15.0,11.2,910.7142857142857,
L010199,2026-04-15,Professional Services,Gujarat,70.0,Email Campaign,Product Demo,5.0,11.0,26.0,18.0,35.0,13.0,5.0,4.0,Yes,71000.0,75000.0,Yes,0.0,10.0,No,1,Medium,16.0,20.099999999999998,1014.2857142857143,1.056338028169014
L010200,2024-06-09,Logistics,Karnataka,363.0,Referral,Free Trial,1.0,5.0,26.0,13.0,32.0,11.0,1.0,1.0,Yes,142000.0,190000.0,Yes,0.0,6.0,Yes,0,Large,6.0,10.200000000000001,391.1845730027548,1.3380281690140845
L010201,2026-03-11,Real Estate,Andhra Pradesh,36.0,Referral,Content Marketing,0.0,0.0,24.0,34.0,64.0,7.0,2.0,7.0,Yes,59000.0,60000.0,Yes,0.0,18.0,No,0,Small,0.0,29.39999999999999,1638.888888888889,1.0169491525423728
L010202,2024-10-07,Professional Services,Madhya Pradesh,68.0,Webinar,Content Marketing,1.0,2.0,41.0,12.0,24.0,9.0,0.0,1.0,No,79000.0,55000.0,Yes,0.0,3.0,No,0,Medium,3.0,6.999999999999999,1161.764705882353,0.6962025316455697
L010203,2025-07-13,IT Services,Karnataka,27.0,LinkedIn,Webinar,6.0,7.0,21.0,26.0,65.0,7.0,3.0,6.0,Yes,58000.0,55000.0,No,0.0,16.0,No,0,Small,13.0,27.1,2148.1481481481483,0.9482758620689655
L010204,2025-05-11,Real Estate,Karnataka,46.0,Website,Free Trial,1.0,0.0,21.0,20.0,27.0,8.0,1.0,4.0,No,,45000.0,Yes,0.0,3.0,No,1,Small,1.0,12.9,,
L010205,2025-10-29,Manufacturing,West Bengal,15.0,Email Campaign,Free Trial,3.0,7.0,26.0,16.0,41.0,8.0,2.0,3.0,No,51000.0,35000.0,No,0.0,7.0,No,0,Small,10.0,15.1,3400.0,0.6862745098039216
L010206,2026-03-25,Telecommunications,Uttar Pradesh,185.0,Google Ads,Content Marketing,2.0,2.0,23.0,31.0,82.0,9.0,4.0,3.0,No,163000.0,150000.0,Yes,0.0,20.0,No,0,Medium,4.0,29.39999999999999,881.081081081081,0.9202453987730062
L010207,2024-12-05,Telecommunications,Kerala,53.0,Google Ads,Free Trial,4.0,4.0,36.0,14.0,30.0,12.0,2.0,1.0,No,,120000.0,Yes,0.0,3.0,No,0,Medium,8.0,10.0,,
L010208,2024-06-16,Real Estate,Andhra Pradesh,42.0,LinkedIn,Content Marketing,2.0,1.0,52.0,4.0,,9.0,1.0,1.0,No,66000.0,55000.0,No,0.0,2.0,No,0,Small,3.0,4.500000000000001,1571.4285714285713,0.8333333333333334
L010209,2025-02-15,Real Estate,Gujarat,115.0,Google Ads,Webinar,5.0,8.0,26.0,33.0,45.0,9.0,3.0,5.0,Yes,102000.0,95000.0,No,0.0,9.0,Yes,0,Medium,13.0,22.7,886.9565217391304,0.9313725490196079
L010210,2025-08-18,Real Estate,Madhya Pradesh,236.0,Referral,Free Trial,4.0,10.0,24.0,48.0,69.0,,1.0,9.0,Yes,111000.0,165000.0,Yes,1.0,30.0,Yes,1,Medium,14.0,38.49999999999999,470.33898305084745,1.4864864864864864
L010211,2025-12-31,Healthcare,Telangana,552.0,Referral,Content Marketing,3.0,7.0,45.0,16.0,38.0,10.0,,3.0,Yes,332000.0,405000.0,No,0.0,5.0,No,0,Large,10.0,15.0,601.4492753623189,1.2198795180722892
L010212,2026-01-03,Manufacturing,Tamil Nadu,15.0,LinkedIn,Content Marketing,0.0,0.0,56.0,9.0,14.0,7.0,1.0,1.0,No,53000.0,70000.0,No,0.0,4.0,No,0,Small,0.0,6.800000000000001,3533.3333333333335,1.320754716981132
L010213,2024-11-26,IT Services,Odisha,90.0,Website,Product Demo,,3.0,25.0,9.0,18.0,10.0,4.0,1.0,Yes,86000.0,120000.0,Yes,0.0,2.0,No,1,Medium,,9.4,955.5555555555555,1.3953488372093024
L010214,2026-06-29,Real Estate,Tamil Nadu,122.0,Google Ads,Webinar,4.0,3.0,40.0,7.0,19.0,10.0,1.0,2.0,No,73000.0,80000.0,Yes,0.0,4.0,No,0,Medium,7.0,7.900000000000001,598.360655737705,1.095890410958904
L010215,2024-03-21,Education,Delhi,37.0,Partner,Free Trial,3.0,9.0,36.0,7.0,19.0,10.0,2.0,2.0,No,55000.0,55000.0,No,0.0,2.0,No,0,Small,12.0,8.1,1486.4864864864865,1.0
L010216,2024-04-23,Education,West Bengal,19.0,Email Campaign,Enterprise Outreach,5.0,11.0,39.0,10.0,23.0,8.0,1.0,1.0,No,54000.0,45000.0,No,0.0,5.0,No,0,Small,16.0,8.3,2842.1052631578946,0.8333333333333334
L010217,2024-01-25,Financial Services,West Bengal,156.0,LinkedIn,Enterprise Outreach,4.0,4.0,54.0,7.0,16.0,10.0,,1.0,Yes,142000.0,105000.0,Yes,0.0,4.0,No,1,Medium,8.0,7.000000000000001,910.2564102564103,0.7394366197183099
L010218,2026-06-20,Education,Haryana,14.0,Google Ads,Free Trial,3.0,7.0,32.0,10.0,20.0,11.0,1.0,2.0,No,49000.0,70000.0,Yes,0.0,3.0,No,0,Small,10.0,8.2,3500.0,1.4285714285714286
L010219,2024-06-24,Unknown,Karnataka,65.0,Webinar,Webinar,6.0,9.0,17.0,38.0,54.0,11.0,3.0,5.0,Yes,70000.0,55000.0,Yes,1.0,23.0,Yes,0,Medium,15.0,30.2,1076.923076923077,0.7857142857142857
L010220,2025-08-08,Professional Services,Karnataka,18.0,Website,Free Trial,4.0,9.0,25.0,13.0,27.0,,4.0,2.0,No,54000.0,80000.0,Yes,0.0,3.0,No,0,Small,13.0,12.5,3000.0,1.4814814814814814
L010222,2026-01-16,Retail,Delhi,7.0,Referral,Webinar,5.0,5.0,9.0,16.0,28.0,10.0,2.0,2.0,Yes,48000.0,55000.0,No,0.0,2.0,No,1,Small,10.0,10.8,6857.142857142857,1.1458333333333333
L010223,2026-07-12,Real Estate,Telangana,12.0,Google Ads,Enterprise Outreach,4.0,11.0,26.0,25.0,47.0,9.0,,5.0,Yes,48000.0,45000.0,No,0.0,5.0,No,1,Small,15.0,20.875,4000.0,0.9375
L010224,2024-02-22,Financial Services,Punjab,5.0,Partner,Webinar,3.0,5.0,30.0,14.0,,7.0,2.0,3.0,No,47000.0,30000.0,No,0.0,5.0,No,0,Small,8.0,12.25,9400.0,0.6382978723404256
L010225,2025-01-31,IT Services,Gujarat,871.0,Webinar,Webinar,8.0,13.0,20.0,40.0,63.0,13.0,,,Yes,363000.0,430000.0,Yes,0.0,23.0,Yes,1,Large,21.0,39.166666666666664,416.76234213547644,1.184573002754821
L010226,2025-05-07,Education,Gujarat,8.0,LinkedIn,Webinar,0.0,1.0,34.0,15.0,25.0,7.0,1.0,4.0,No,49000.0,75000.0,No,0.0,3.0,Yes,1,Small,1.0,11.7,6125.0,1.530612244897959
L010227,2025-11-08,Logistics,Andhra Pradesh,112.0,Referral,Free Trial,,11.0,7.0,46.0,,12.0,3.0,9.0,Yes,93000.0,75000.0,No,0.0,13.0,Yes,0,Medium,,33.0,830.3571428571429,0.8064516129032258
L010228,2025-08-28,IT Services,Madhya Pradesh,17.0,Webinar,Product Demo,3.0,7.0,24.0,25.0,58.0,8.0,1.0,4.0,No,55000.0,65000.0,No,0.0,12.0,Yes,1,Small,10.0,20.6,3235.294117647059,1.1818181818181819
L010229,2025-06-28,Financial Services,Kerala,3.0,Google Ads,Content Marketing,2.0,1.0,42.0,10.0,,,2.0,3.0,No,47000.0,50000.0,No,0.0,5.0,Yes,0,Small,3.0,11.249999999999998,15666.666666666666,1.0638297872340425
L010230,2024-10-25,Retail,Delhi,55.0,Webinar,Enterprise Outreach,8.0,13.0,40.0,37.0,101.0,13.0,5.0,,No,67000.0,90000.0,Yes,1.0,22.0,Yes,1,Medium,21.0,39.125,1218.1818181818182,1.3432835820895523
L010231,2024-04-13,IT Services,Telangana,786.0,Website,Enterprise Outreach,6.0,10.0,28.0,17.0,47.0,14.0,1.0,2.0,Yes,367000.0,500000.0,No,0.0,5.0,No,1,Large,16.0,13.100000000000001,466.9211195928753,1.3623978201634876
L010232,2025-02-23,Manufacturing,West Bengal,17.0,Google Ads,Webinar,8.0,8.0,18.0,42.0,93.0,13.0,4.0,8.0,Yes,51000.0,60000.0,No,2.0,21.0,Yes,1,Small,16.0,38.099999999999994,3000.0,1.1764705882352942
L010233,2024-09-09,Manufacturing,Punjab,337.0,Partner,Content Marketing,2.0,2.0,20.0,13.0,31.0,7.0,3.0,1.0,No,163000.0,210000.0,No,1.0,5.0,Yes,1,Large,4.0,11.700000000000003,483.67952522255194,1.2883435582822085
L010234,2025-06-23,Professional Services,Haryana,390.0,Email Campaign,Enterprise Outreach,1.0,4.0,28.0,8.0,12.0,7.0,1.0,1.0,No,208000.0,190000.0,No,0.0,3.0,No,0,Large,5.0,6.0,533.3333333333334,0.9134615384615384
L010235,2026-02-14,Healthcare,Madhya Pradesh,12.0,Google Ads,Enterprise Outreach,50.0,5.0,35.0,18.0,30.0,6.0,2.0,3.0,Yes,50000.0,35000.0,No,0.0,11.0,No,0,Small,55.0,15.999999999999998,4166.666666666667,0.7
L010236,2025-06-21,Financial Services,Telangana,6.0,Website,Content Marketing,2.0,5.0,,3.0,9.0,7.0,2.0,1.0,No,48000.0,60000.0,Yes,0.0,1.0,No,0,Small,7.0,4.8999999999999995,8000.0,1.25
L010237,2025-07-21,IT Services,Gujarat,16.0,Referral,Free Trial,4.0,5.0,14.0,27.0,,10.0,2.0,3.0,Yes,53000.0,35000.0,Yes,1.0,4.0,No,1,Small,9.0,15.0,3312.5,0.660377358490566
L010238,2024-02-10,IT Services,Rajasthan,142.0,Email Campaign,Enterprise Outreach,3.0,6.0,28.0,11.0,20.0,6.0,2.0,2.0,Yes,90000.0,,Yes,0.0,4.0,No,0,Medium,9.0,9.8,633.8028169014085,
L010239,2025-09-19,Logistics,West Bengal,4.0,Google Ads,Content Marketing,7.0,14.0,8.0,56.0,,10.0,3.0,8.0,Yes,46000.0,35000.0,No,2.0,15.0,No,1,Small,21.0,35.25,11500.0,0.7608695652173914
L010240,2025-03-03,Manufacturing,Karnataka,71.0,Referral,Product Demo,4.0,3.0,16.0,33.0,55.0,10.0,1.0,8.0,No,92000.0,95000.0,No,2.0,15.0,Yes,1,Medium,7.0,27.1,1295.774647887324,1.0326086956521738
L010241,2024-04-30,Financial Services,Gujarat,45.0,Webinar,Free Trial,5.0,12.0,21.0,19.0,32.0,6.0,,3.0,Yes,82000.0,110000.0,No,0.0,,No,1,Small,17.0,16.666666666666664,1822.2222222222222,1.3414634146341464
L010242,2024-07-27,Professional Services,Punjab,19.0,Webinar,Free Trial,5.0,10.0,44.0,16.0,31.0,7.0,2.0,2.0,No,57000.0,65000.0,No,0.0,5.0,No,0,Small,15.0,12.3,3000.0,1.1403508771929824
L010243,2026-01-29,Real Estate,West Bengal,23.0,Google Ads,Free Trial,8.0,11.0,15.0,48.0,110.0,8.0,3.0,9.0,Yes,53000.0,60000.0,Yes,0.0,26.0,No,1,Small,19.0,43.0,2304.3478260869565,1.1320754716981132
L010244,2026-06-10,IT Services,Madhya Pradesh,33.0,Partner,Free Trial,7.0,12.0,23.0,31.0,46.0,9.0,1.0,5.0,Yes,61000.0,60000.0,No,0.0,10.0,Yes,0,Small,19.0,20.8,1848.4848484848485,0.9836065573770492
L010245,2025-05-09,Financial Services,Punjab,45.0,LinkedIn,Content Marketing,5.0,11.0,35.0,36.0,85.0,7.0,,2.0,No,,80000.0,Yes,0.0,6.0,Yes,1,Small,16.0,25.124999999999996,,
L010246,2026-08-08,Telecommunications,Telangana,267.0,Email Campaign,Enterprise Outreach,8.0,18.0,12.0,,131.0,13.0,1.0,8.0,Yes,139000.0,100000.0,Yes,1.0,35.0,Yes,1,Large,26.0,45.125,520.5992509363296,0.7194244604316546
L010247,2024-06-24,Logistics,Tamil Nadu,25.0,Google Ads,Webinar,4.0,7.0,17.0,19.0,31.0,,,3.0,No,54000.0,55000.0,No,0.0,5.0,No,1,Small,11.0,14.875,2160.0,1.0185185185185186
L010248,2024-10-18,Professional Services,West Bengal,36.0,Partner,Webinar,3.0,3.0,37.0,4.0,10.0,,0.0,0.0,No,62000.0,,No,0.0,2.0,No,0,Small,6.0,2.6,1722.2222222222222,
L010249,2026-06-23,IT Services,Haryana,82.0,Webinar,Webinar,1.0,0.0,32.0,9.0,24.0,7.0,1.0,2.0,No,,85000.0,Yes,0.0,6.0,No,0,Medium,1.0,9.6,,
L010250,2024-06-19,Real Estate,Andhra Pradesh,13.0,Webinar,Free Trial,5.0,10.0,31.0,18.0,31.0,12.0,1.0,4.0,No,52000.0,,Yes,0.0,3.0,Yes,0,Small,15.0,12.9,4000.0,
L010251,2025-10-03,IT Services,Delhi,256.0,Google Ads,Webinar,,11.0,16.0,38.0,84.0,9.0,,8.0,Yes,178000.0,240000.0,Yes,2.0,21.0,No,1,Large,,40.5,695.3125,1.348314606741573
L010252,2024-08-01,Healthcare,Uttar Pradesh,16.0,Email Campaign,Product Demo,3.0,3.0,16.0,37.0,82.0,9.0,3.0,8.0,No,50000.0,70000.0,Yes,0.0,,No,0,Small,6.0,33.25,3125.0,1.4
L010253,2024-11-18,Logistics,Maharashtra,70.0,Google Ads,Unknown,5.0,12.0,45.0,10.0,23.0,9.0,1.0,3.0,No,70000.0,,Yes,0.0,6.0,No,1,Medium,17.0,10.700000000000001,1000.0,
L010254,2025-04-09,Logistics,Gujarat,30.0,Website,Webinar,3.0,5.0,31.0,,,10.0,2.0,0.0,No,54000.0,35000.0,No,0.0,0.0,No,0,Small,8.0,3.3333333333333335,1800.0,0.6481481481481481
L010255,2024-12-16,IT Services,West Bengal,41.0,Partner,Product Demo,4.0,7.0,28.0,25.0,37.0,8.0,1.0,3.0,Yes,73000.0,,Yes,2.0,,No,0,Small,11.0,15.875,1780.4878048780488,
L010256,2026-04-30,Financial Services,Madhya Pradesh,403.0,Email Campaign,Enterprise Outreach,9.0,14.0,1.0,60.0,139.0,12.0,3.0,7.0,Yes,331000.0,365000.0,Yes,1.0,26.0,Yes,1,Large,23.0,46.3,821.3399503722085,1.1027190332326284
L010257,2026-08-04,Real Estate,Punjab,55.0,Referral,Free Trial,2.0,5.0,25.0,16.0,38.0,8.0,,2.0,Yes,71000.0,55000.0,Yes,1.0,4.0,No,1,Medium,7.0,13.249999999999998,1290.909090909091,0.7746478873239436
L010258,2025-05-01,IT Services,Maharashtra,18.0,LinkedIn,Free Trial,4.0,6.0,26.0,25.0,51.0,6.0,2.0,4.0,Yes,56000.0,70000.0,Yes,0.0,9.0,No,0,Small,10.0,19.7,3111.1111111111113,1.25
L010259,2025-05-26,Healthcare,Andhra Pradesh,14.0,Website,Webinar,5.0,8.0,31.0,28.0,55.0,10.0,4.0,4.0,Yes,53000.0,45000.0,Yes,1.0,14.0,No,1,Small,13.0,24.700000000000003,3785.714285714286,0.8490566037735849
L010260,2024-02-23,Financial Services,Kerala,173.0,LinkedIn,Content Marketing,5.0,8.0,11.0,26.0,,,4.0,2.0,No,233000.0,175000.0,No,0.0,14.0,No,1,Medium,13.0,21.000000000000004,1346.820809248555,0.7510729613733905
L010261,2024-08-15,IT Services,Tamil Nadu,68.0,LinkedIn,Free Trial,1.0,0.0,19.0,18.0,29.0,7.0,0.0,4.0,No,77000.0,110000.0,Yes,0.0,11.0,No,0,Medium,1.0,14.899999999999997,1132.3529411764705,1.4285714285714286
L010262,2024-02-08,Real Estate,Tamil Nadu,23.0,Partner,Content Marketing,3.0,8.0,38.0,9.0,23.0,7.0,,0.0,No,54000.0,35000.0,No,0.0,6.0,No,0,Small,11.0,8.125,2347.8260869565215,0.6481481481481481
L010263,2026-04-13,IT Services,Madhya Pradesh,144.0,Referral,Webinar,5.0,6.0,10.0,48.0,105.0,11.0,,,Yes,118000.0,150000.0,Yes,2.0,16.0,No,1,Medium,11.0,44.166666666666664,819.4444444444445,1.271186440677966
L010264,2024-08-09,Retail,Kerala,16.0,LinkedIn,Content Marketing,4.0,5.0,20.0,18.0,50.0,7.0,2.0,3.0,Yes,,75000.0,Yes,0.0,7.0,Yes,0,Small,9.0,16.400000000000002,,
L010265,2024-11-27,Logistics,Tamil Nadu,15.0,Website,Enterprise Outreach,3.0,5.0,25.0,4.0,13.0,7.0,1.0,1.0,No,52000.0,70000.0,No,0.0,2.0,No,0,Small,8.0,4.9,3466.6666666666665,1.3461538461538463
L010266,2026-03-31,IT Services,Uttar Pradesh,34.0,Google Ads,Free Trial,3.0,4.0,19.0,10.0,,9.0,3.0,3.0,No,71000.0,75000.0,No,1.0,3.0,No,0,Small,7.0,11.5,2088.235294117647,1.056338028169014
L010267,2025-11-25,Education,Punjab,29.0,LinkedIn,Enterprise Outreach,2.0,2.0,,27.0,47.0,12.0,2.0,4.0,Yes,58000.0,80000.0,Yes,1.0,4.0,No,0,Small,4.0,17.7,2000.0,1.3793103448275863
L010268,2025-08-27,Healthcare,Maharashtra,5.0,Webinar,Enterprise Outreach,7.0,15.0,27.0,14.0,27.0,6.0,2.0,2.0,Yes,47000.0,55000.0,Yes,0.0,9.0,No,0,Small,22.0,13.100000000000001,9400.0,1.1702127659574468
L010269,2024-02-07,Real Estate,Haryana,22.0,LinkedIn,Product Demo,2.0,4.0,55.0,7.0,12.0,7.0,2.0,2.0,Yes,56000.0,55000.0,No,0.0,3.0,No,0,Small,6.0,7.8,2545.4545454545455,0.9821428571428571
L010270,2025-07-01,Real Estate,Andhra Pradesh,77.0,LinkedIn,Free Trial,2.0,5.0,43.0,12.0,22.0,11.0,,0.0,Yes,64000.0,75000.0,Yes,0.0,7.0,No,1,Medium,7.0,9.25,831.1688311688312,1.171875
L010271,2025-06-29,Real Estate,Maharashtra,26.0,Google Ads,Webinar,4.0,4.0,22.0,,26.0,10.0,3.0,2.0,No,57000.0,65000.0,No,0.0,6.0,Yes,1,Small,8.0,12.5,2192.3076923076924,1.1403508771929824
L010272,2024-11-06,Manufacturing,West Bengal,39.0,Email Campaign,Unknown,1.0,0.0,40.0,6.0,16.0,8.0,3.0,2.0,No,,90000.0,Yes,0.0,3.0,No,0,Small,1.0,9.0,,
L010274,2026-06-23,Education,Telangana,56.0,Google Ads,Product Demo,3.0,5.0,32.0,3.0,5.0,9.0,3.0,0.0,No,66000.0,70000.0,Yes,0.0,1.0,No,1,Medium,8.0,4.5,1178.5714285714287,1.0606060606060606
L010275,2024-09-09,Healthcare,West Bengal,71.0,Partner,Free Trial,4.0,8.0,18.0,15.0,28.0,8.0,3.0,3.0,Yes,88000.0,120000.0,No,0.0,3.0,No,0,Medium,12.0,13.000000000000004,1239.4366197183099,1.3636363636363635
L010276,2024-11-18,IT Services,Kerala,203.0,Website,Webinar,7.0,12.0,31.0,30.0,52.0,16.0,6.0,5.0,Yes,145000.0,225000.0,Yes,0.0,11.0,No,1,Medium,19.0,26.6,714.2857142857143,1.5517241379310345
L010277,2024-11-09,IT Services,Telangana,28.0,LinkedIn,Product Demo,3.0,5.0,30.0,10.0,25.0,11.0,3.0,1.0,No,63000.0,90000.0,Yes,0.0,2.0,No,1,Small,8.0,9.3,2250.0,1.4285714285714286
L010278,2026-03-23,Financial Services,Haryana,30.0,Webinar,Free Trial,3.0,5.0,18.0,28.0,55.0,9.0,,4.0,No,60000.0,90000.0,No,0.0,16.0,No,0,Small,8.0,26.875000000000004,2000.0,1.5
L010279,2024-03-16,Healthcare,West Bengal,84.0,Website,Product Demo,35.0,6.0,9.0,1.0,2.0,,3.0,1.0,No,110000.0,105000.0,No,1.0,0.0,No,1,Medium,41.0,4.3999999999999995,1309.5238095238096,0.9545454545454546
L010280,2026-05-21,Professional Services,Maharashtra,34.0,Webinar,Enterprise Outreach,2.0,4.0,29.0,9.0,18.0,12.0,4.0,1.0,No,64000.0,85000.0,No,1.0,3.0,No,0,Small,6.0,9.8,1882.3529411764705,1.328125
L010281,2026-01-24,Professional Services,Tamil Nadu,83.0,LinkedIn,Product Demo,6.0,9.0,23.0,41.0,58.0,,1.0,5.0,Yes,84000.0,75000.0,No,0.0,8.0,Yes,1,Medium,15.0,23.2,1012.0481927710844,0.8928571428571429
L010282,2025-04-15,IT Services,Rajasthan,94.0,LinkedIn,Unknown,1.0,4.0,22.0,,55.0,9.0,2.0,6.0,No,78000.0,60000.0,No,0.0,12.0,No,1,Medium,5.0,22.875,829.7872340425532,0.7692307692307693
L010283,2025-07-21,Professional Services,Haryana,12.0,LinkedIn,Content Marketing,3.0,5.0,36.0,20.0,52.0,8.0,2.0,2.0,No,49000.0,65000.0,Yes,0.0,6.0,No,1,Small,8.0,15.6,4083.3333333333335,1.3265306122448979
L010284,2026-05-20,Logistics,Odisha,11.0,Website,Enterprise Outreach,8.0,6.0,20.0,36.0,61.0,8.0,2.0,6.0,Yes,47000.0,40000.0,No,1.0,9.0,Yes,0,Small,14.0,24.9,4272.727272727273,0.851063829787234
L010285,2026-01-19,Retail,Punjab,21.0,Google Ads,Free Trial,4.0,10.0,48.0,37.0,66.0,8.0,1.0,2.0,No,53000.0,35000.0,Yes,2.0,10.0,No,0,Small,14.0,21.000000000000004,2523.809523809524,0.660377358490566
L010286,2024-09-26,Professional Services,Tamil Nadu,6.0,Website,Content Marketing,1.0,3.0,50.0,7.0,17.0,7.0,1.0,2.0,No,48000.0,30000.0,No,1.0,3.0,No,0,Small,4.0,7.300000000000001,8000.0,0.625
